0,0.00,0.00
0,0.13,-0.11
0,0.42,-0.97
0,0.59,-1.84
0,0.76,-2.60
0,2.09,-6.54
0,4.28,-12.73
0,6.05,-17.11
0,7.84,-19.32
0,9.46,-22.03
0,10.34,-24.25
0,11.06,-25.69
0,11.52,-26.79
0,11.74,-27.45
0,11.85,-27.79
0,12.02,-28.47
0,12.27,-29.16
0,12.55,-30.03
0,12.91,-31.28
0,13.49,-32.71
0,14.17,-33.97
0,14.87,-34.88
0,15.31,-35.32
0,15.21,-35.14
0,14.95,-34.59
0,14.95,-33.78
0,15.16,-33.09
0,14.93,-32.65
0,14.70,-32.22
0,14.58,-31.86
0,14.33,-31.45
0,13.86,-30.63
0,12.94,-28.99
0,10.95,-25.33
0,8.58,-19.62
0,5.58,-12.22
0,3.68,-3.22
0,3.64,3.74
0,3.90,9.01
0,4.36,13.10
0,5.10,16.91
0,5.74,19.49
0,6.48,21.28
0,7.03,22.40
0,7.34,22.71
0,7.36,22.60
0,6.98,22.11
0,7.23,22.02
0,7.31,21.94
0,7.21,21.28
0,6.66,19.11
0,5.22,14.51
0,3.93,7.38
0,3.17,-1.87
0,3.90,-10.59
0,5.60,-18.00
0,7.37,-23.74
0,10.03,-29.26
0,12.87,-33.52
0,16.09,-37.45
0,19.43,-40.90
0,22.38,-44.17
0,25.94,-47.75
0,30.52,-51.91
0,35.74,-56.34
0,39.46,-59.54
0,43.09,-62.51
0,47.78,-66.47
0,51.65,-69.22
0,54.64,-71.82
1,56.65,-73.28
1,57.35,-73.68
1,57.49,-73.87
1,57.47,-74.02
1,57.46,-74.06
1,57.40,-74.04
1,57.57,-74.10
1,57.92,-74.31
1,58.42,-74.60
1,58.73,-74.83
1,58.56,-74.70
1,58.20,-74.47
1,57.47,-73.84
1,54.43,-72.16
1,52.51,-71.12
1,52.08,-70.77
1,52.26,-70.61
1,53.05,-70.87
1,53.81,-71.16
1,54.33,-71.32
1,54.90,-71.48
1,55.11,-71.35
1,55.06,-71.47
1,55.19,-71.55
1,54.95,-71.34
1,54.62,-71.11
1,54.05,-70.78
1,53.63,-70.63
1,53.63,-70.64
1,53.97,-70.81
1,54.47,-71.40
1,54.93,-71.79
1,55.10,-71.87
1,55.31,-71.99
1,55.32,-72.02
1,55.26,-72.05
1,55.13,-71.94
1,54.65,-71.52
1,53.85,-71.00
1,53.20,-70.57
1,52.44,-70.08
1,52.43,-70.25
1,53.05,-70.69
1,53.12,-70.74
1,53.32,-70.91
1,53.69,-71.15
1,53.96,-71.30
1,54.10,-71.37
1,53.97,-71.24
1,53.84,-71.14
1,53.53,-70.96
1,52.85,-70.58
1,52.49,-70.30
1,52.50,-70.31
1,52.80,-70.52
1,53.54,-71.01
1,54.41,-71.76
1,54.65,-71.84
1,54.41,-71.63
1,53.92,-71.17
1,52.98,-70.75
1,52.09,-69.96
1,51.71,-69.64
1,51.80,-69.67
1,52.11,-69.73
1,52.62,-69.98
1,53.12,-70.19
1,53.70,-70.36
1,53.81,-70.60
1,53.78,-70.57
1,53.62,-70.46
1,53.17,-70.07
1,52.15,-69.22
1,51.07,-68.51
1,50.90,-68.41
1,51.24,-68.59
1,51.52,-68.73
1,51.95,-69.04
1,52.38,-69.29
1,52.54,-69.38
1,52.61,-69.45
1,52.57,-69.42
1,52.62,-69.48
1,52.81,-69.69
