0,0.00,0.00
0,0.07,-0.14
0,0.04,-0.24
0,0.05,-0.12
0,0.03,-0.16
0,0.02,-0.16
0,0.02,-0.17
0,0.03,-0.24
0,0.02,-0.33
0,0.04,-0.51
0,0.05,-0.62
0,0.05,-0.58
0,0.05,-0.58
0,-0.00,-0.82
0,0.01,-1.11
0,0.06,-1.29
0,0.06,-1.29
0,0.06,-1.29
0,0.06,-1.29
0,0.08,-1.29
0,0.05,-1.30
0,0.07,-1.29
0,0.07,-1.50
0,0.06,-2.06
0,0.04,-3.72
0,0.32,-6.66
0,0.82,-9.63
0,1.50,-12.98
0,2.68,-17.20
0,4.35,-20.86
0,6.25,-24.21
0,8.35,-27.33
0,10.13,-29.77
0,11.51,-31.41
0,12.51,-32.13
0,12.71,-32.19
0,12.31,-31.42
0,11.50,-29.94
0,9.83,-27.73
0,7.90,-24.53
0,5.98,-20.64
0,4.08,-15.87
0,2.63,-9.68
0,1.90,-3.70
0,1.79,1.51
0,1.73,7.27
0,2.16,12.44
0,3.24,17.52
0,4.93,22.23
0,6.12,24.51
0,6.70,25.55
0,6.95,25.68
0,6.89,25.64
0,6.41,24.88
0,5.97,23.54
0,5.36,21.73
0,4.60,19.74
0,4.25,17.54
0,3.72,15.50
0,3.08,12.83
0,2.78,10.45
0,2.51,7.57
0,2.55,3.26
0,2.86,-1.53
0,3.51,-6.68
0,4.70,-12.41
0,6.00,-16.64
0,7.60,-20.08
0,9.12,-23.38
0,10.36,-25.54
0,10.68,-25.95
0,10.55,-25.29
0,10.26,-24.56
0,9.68,-23.43
0,8.83,-21.43
0,7.71,-18.48
0,6.41,-14.12
0,5.62,-9.24
0,5.18,-4.80
0,4.92,-0.12
0,5.05,3.76
0,5.19,7.00
0,5.44,11.06
0,6.22,14.60
0,7.02,17.82
0,7.86,20.21
0,8.33,21.67
0,8.22,21.37
0,7.56,19.95
0,6.33,17.24
0,5.12,13.42
0,4.59,9.23
0,4.24,5.70
0,4.11,2.09
0,4.39,-1.21
0,4.67,-4.68
0,5.25,-8.45
0,5.89,-11.81
0,6.54,-14.59
0,7.18,-16.81
0,7.72,-20.42
0,9.56,-25.97
0,12.38,-30.31
0,14.38,-33.13
0,15.98,-35.22
0,17.82,-37.74
1,20.11,-41.04
1,22.30,-44.56
1,25.03,-48.41
1,28.15,-52.27
1,29.82,-53.91
1,30.49,-54.74
1,31.29,-55.89
1,31.93,-56.53
1,32.25,-56.79
1,32.74,-57.27
1,33.39,-57.68
1,33.71,-57.62
1,33.72,-57.32
1,33.36,-56.69
1,32.72,-55.62
1,31.80,-54.11
1,30.24,-51.92
1,28.60,-49.15
1,26.89,-46.81
1,24.69,-44.55
1,24.33,-43.45
1,24.55,-43.47
1,25.87,-44.99
1,27.57,-46.70
1,29.30,-48.53
1,30.76,-50.05
1,31.72,-51.05
1,32.71,-51.99
1,33.37,-52.79
1,33.62,-52.97
1,33.41,-52.63
1,32.99,-52.32
1,32.49,-51.87
1,31.34,-51.14
1,30.65,-50.25
1,30.23,-49.44
1,30.45,-49.53
1,30.90,-50.11
1,31.82,-50.82
1,32.46,-51.35
1,32.67,-51.46
1,32.54,-51.24
1,32.06,-50.76
1,31.67,-50.20
1,31.25,-49.79
1,30.69,-49.30
1,30.15,-48.59
1,29.47,-47.57
1,27.78,-45.54
1,25.71,-43.27
1,23.46,-41.09
0,20.67,-37.96
0,17.64,-33.98
0,13.83,-28.78
0,11.13,-23.21
0,8.57,-17.00
0,7.35,-12.01
0,6.66,-7.17
0,6.07,-2.03
0,5.34,3.78
0,5.70,8.84
0,6.67,12.94
0,7.23,15.54
0,7.53,17.42
0,8.16,19.06
0,8.42,20.07
0,8.47,20.28
0,8.39,19.88
0,7.86,18.66
0,7.40,16.88
0,6.93,15.10
0,6.25,13.00
0,5.58,9.14
0,5.26,5.56
0,5.07,2.18
0,5.15,-1.43
0,5.56,-4.66
0,6.02,-7.80
0,6.82,-12.11
0,7.90,-16.37
0,8.96,-19.44
0,10.33,-22.10
0,11.34,-24.39
0,11.98,-25.70
0,12.20,-25.50
0,11.31,-24.33
0,10.16,-23.13
0,9.67,-21.56
0,8.78,-19.49
0,7.70,-17.01
0,7.13,-14.65
0,6.39,-11.76
0,5.87,-8.58
0,5.56,-5.86
0,5.40,-3.16
0,5.47,-0.10
0,5.62,2.12
0,5.68,3.58
0,5.81,3.92
0,5.79,4.09
0,5.77,4.08
0,5.69,3.70
0,5.48,2.76
0,5.33,1.09
0,5.28,-0.37
0,5.31,-2.08
0,5.41,-4.70
0,5.51,-7.47
0,6.02,-10.32
0,6.75,-12.96
0,7.53,-15.60
0,8.72,-18.19
0,11.04,-20.14
0,13.06,-21.96
0,14.34,-24.07
0,15.28,-25.22
0,15.71,-25.30
0,15.25,-23.88
0,14.32,-21.78
0,13.18,-18.97
0,11.91,-15.94
0,10.89,-12.99
0,9.94,-9.49
0,9.12,-4.73
0,8.80,-0.04
0,8.29,4.97
0,8.64,10.58
0,9.60,16.63
0,10.94,22.30
1,12.68,27.58
1,14.78,31.82
1,16.25,35.42
1,17.60,37.84
1,19.32,40.38
1,20.65,42.23
1,21.75,43.61
1,22.57,45.32
1,22.96,45.24
1,22.16,44.06
1,20.87,42.87
1,20.03,41.98
1,18.90,40.48
1,17.24,38.41
1,15.95,36.53
1,15.91,35.66
1,17.23,36.79
1,19.31,39.52
1,21.19,41.88
1,22.75,43.28
1,23.01,43.68
1,22.60,42.95
1,21.57,41.69
1,19.49,39.57
1,15.54,34.67
1,14.05,31.21
1,13.94,30.48
1,14.58,32.07
1,15.91,33.77
1,17.25,35.65
1,19.10,38.57
1,21.91,41.27
1,23.31,42.36
1,22.81,41.63
1,21.32,39.65
1,19.39,37.47
1,15.99,34.32
1,14.08,30.71
1,13.08,28.12
1,13.04,28.36
1,14.23,30.00
1,16.01,32.60
1,18.06,35.11
1,19.31,37.04
1,19.80,37.73
1,19.65,37.50
1,19.48,37.41
1,19.61,37.61
1,19.85,37.88
1,20.25,38.34
1,20.82,39.11
1,20.89,39.22
1,20.35,38.53
1,19.59,37.57
1,18.34,35.73
1,17.45,34.42
1,17.42,34.39
1,18.11,35.36
1,19.16,36.49
1,19.85,37.42
1,20.28,37.89
1,20.17,37.71
1,19.93,37.39
1,19.47,36.71
1,18.28,34.89
1,16.99,32.91
1,15.59,30.89
1,13.99,27.93
1,12.46,24.71
1,10.90,21.14
1,9.64,16.94
1,9.08,11.24
0,8.91,5.07
0,9.07,-2.94
0,10.04,-11.48
0,11.40,-17.30
0,12.46,-20.96
0,13.18,-23.73
0,14.21,-26.70
0,15.55,-29.13
0,16.82,-31.31
0,17.68,-32.82
0,18.09,-33.25
0,17.65,-32.73
0,16.67,-31.30
0,15.25,-29.39
0,13.40,-26.24
0,11.56,-22.51
0,9.65,-18.45
0,8.44,-14.51
0,8.00,-10.61
0,7.85,-6.78
0,7.46,-3.84
0,7.26,-1.15
0,7.53,0.90
0,7.62,1.74
0,7.52,0.65
0,7.35,-1.79
0,7.31,-5.03
0,7.11,-7.44
0,6.53,-9.60
0,5.45,-12.58
0,3.44,-15.12
0,1.46,-16.48
0,0.12,-16.72
0,-0.38,-16.40
0,-0.33,-16.00
0,0.50,-14.75
0,3.99,-12.00
0,7.34,-10.18
0,9.00,-9.47
0,11.29,-9.18
0,12.53,-8.71
0,12.04,-8.27
0,11.26,-6.60
0,10.61,-3.69
0,9.67,-0.11
0,8.80,3.57
