0,0.00,0.00
0,0.19,-0.16
0,0.21,-0.18
0,0.28,-0.09
0,0.30,-0.12
0,0.33,-0.24
0,0.36,-0.23
0,0.41,-0.43
0,0.38,-0.62
0,0.39,-0.56
0,0.37,-0.48
0,0.38,-0.46
0,0.37,-0.58
0,0.38,-0.77
0,0.41,-0.98
0,0.36,-1.74
0,0.32,-2.56
0,0.34,-2.67
0,0.32,-3.67
0,0.42,-5.55
0,0.89,-9.71
0,1.48,-13.86
0,2.43,-18.55
0,5.76,-25.44
0,8.73,-30.50
0,11.27,-34.21
0,12.43,-36.23
0,13.15,-36.47
0,13.55,-36.12
0,14.13,-36.08
0,14.52,-36.42
0,15.01,-37.06
0,15.53,-37.49
0,15.86,-37.80
0,16.01,-37.87
0,16.08,-37.79
0,16.01,-37.65
0,15.89,-37.35
0,15.65,-37.14
0,15.50,-36.91
0,15.37,-36.49
0,15.04,-35.79
0,14.62,-34.98
0,14.05,-34.22
0,13.65,-33.51
0,13.12,-32.18
0,11.51,-29.29
0,9.12,-25.03
0,5.60,-19.19
0,3.00,-10.13
0,2.33,-0.89
0,2.34,7.37
0,2.89,14.10
0,3.26,18.02
0,3.55,19.77
0,4.31,21.51
0,4.84,22.99
0,4.93,23.58
0,5.24,24.03
0,5.60,24.10
0,5.53,23.78
0,5.38,23.15
0,5.19,22.21
0,5.01,21.36
0,4.88,20.30
0,4.54,19.13
0,4.38,18.33
0,4.31,17.86
0,4.24,17.01
0,3.96,15.05
0,3.61,11.60
0,3.34,8.49
0,2.91,6.28
0,2.67,4.16
0,2.77,1.51
0,2.68,-2.83
0,3.38,-8.38
0,5.33,-13.30
0,7.23,-17.83
0,9.26,-22.29
0,11.31,-26.06
0,12.78,-28.22
0,13.64,-29.67
0,14.12,-31.04
0,14.53,-32.04
0,14.73,-32.68
0,14.84,-33.68
0,15.27,-35.33
0,16.27,-37.23
0,17.32,-38.56
0,18.22,-39.50
0,18.87,-40.44
0,19.33,-41.04
0,19.48,-41.32
0,19.38,-41.17
0,18.79,-40.18
0,17.53,-38.65
0,16.49,-37.35
0,15.39,-36.17
0,15.31,-36.52
0,15.90,-37.14
0,16.10,-37.73
0,16.47,-38.17
0,17.07,-38.45
0,17.59,-39.38
0,18.47,-40.55
0,19.63,-42.05
0,20.95,-43.45
0,22.21,-44.69
0,23.91,-46.38
0,26.55,-48.73
0,29.33,-51.53
0,32.64,-54.35
0,36.26,-57.15
0,39.98,-59.67
0,42.94,-61.48
1,46.32,-63.35
1,49.84,-65.31
1,52.55,-67.20
1,55.25,-69.40
1,58.29,-71.41
1,60.31,-73.01
1,61.65,-73.79
1,62.21,-74.27
1,62.06,-74.10
1,61.05,-73.23
1,59.56,-72.14
1,56.80,-70.21
1,51.56,-67.22
1,49.30,-65.89
1,49.26,-65.62
1,50.41,-66.36
1,52.41,-67.42
1,54.48,-68.58
1,56.12,-69.65
1,57.35,-70.72
1,58.19,-71.09
1,58.08,-70.90
1,58.03,-70.86
1,58.13,-70.89
1,58.38,-71.11
1,58.83,-71.66
1,58.98,-71.60
1,58.85,-71.52
1,58.93,-71.51
1,58.43,-71.17
1,57.63,-70.68
1,56.92,-70.28
1,56.77,-70.26
1,57.15,-70.41
1,57.52,-70.71
1,58.14,-71.10
1,58.47,-71.32
1,58.46,-71.32
1,58.36,-71.31
1,58.12,-71.12
1,58.05,-71.13
1,58.33,-71.39
1,58.58,-71.59
1,58.90,-71.79
1,59.46,-72.17
1,60.08,-72.88
1,60.63,-73.10
1,60.46,-72.94
1,60.26,-72.79
1,60.20,-72.76
1,60.00,-72.57
1,59.74,-72.38
1,59.88,-72.53
1,59.79,-72.45
1,59.59,-72.29
1,59.22,-72.01
1,59.05,-71.86
1,59.13,-71.92
1,59.14,-71.92
1,59.19,-71.94
1,59.21,-71.95
1,59.26,-71.99
1,59.43,-72.14
1,59.88,-72.53
1,59.89,-72.52
1,59.90,-72.53
1,59.93,-72.55
1,59.65,-72.35
1,59.48,-72.22
1,59.50,-72.24
1,59.46,-72.14
1,59.28,-71.95
1,59.05,-71.76
1,58.98,-71.74
1,59.20,-71.90
1,59.30,-71.96
1,59.41,-72.07
1,59.48,-72.10
1,59.44,-72.07
1,59.37,-72.02
1,59.18,-71.86
1,58.69,-71.21
1,57.28,-70.13
1,55.31,-68.90
1,53.07,-67.24
1,49.65,-64.85
1,45.73,-61.74
0,42.52,-59.41
0,39.43,-57.42
0,35.40,-54.38
0,30.98,-50.40
0,27.14,-45.68
0,23.54,-40.81
0,19.93,-35.34
0,16.69,-29.42
0,13.25,-23.80
0,10.51,-17.09
0,8.39,-12.24
0,7.21,-7.79
0,6.17,-3.13
0,4.17,2.58
0,3.06,7.49
0,4.06,9.85
0,4.10,12.76
0,4.45,16.92
0,6.30,21.38
0,8.07,25.34
0,9.47,27.78
0,10.08,28.41
0,10.31,28.70
0,10.59,28.59
0,10.28,27.88
0,9.58,26.15
0,8.38,22.81
0,7.08,19.49
0,6.19,17.25
0,5.41,14.78
0,4.22,10.69
0,3.13,5.26
0,2.41,-1.39
0,2.40,-8.92
0,3.01,-15.90
0,4.15,-21.57
0,5.42,-26.06
0,6.63,-29.77
0,7.61,-33.02
0,8.86,-35.72
0,10.52,-38.55
0,12.07,-40.70
0,13.23,-42.20
0,13.84,-42.68
0,13.42,-42.23
0,12.75,-41.39
0,12.00,-40.20
0,10.62,-38.08
0,8.87,-35.10
0,6.82,-31.32
0,4.69,-26.97
0,3.20,-21.77
0,2.15,-16.60
0,1.66,-11.70
0,1.49,-6.95
0,1.25,-3.34
0,1.40,0.14
0,1.74,4.12
0,2.21,7.30
0,2.77,9.72
0,3.29,11.38
0,3.74,12.95
0,4.14,13.96
0,4.50,15.12
0,5.31,16.97
0,5.79,17.44
0,5.37,16.70
0,5.04,15.57
0,4.91,14.94
0,4.46,13.99
0,3.71,10.85
0,3.10,6.26
0,2.64,2.29
0,2.26,-2.05
0,2.18,-6.13
0,2.61,-10.65
0,3.14,-14.68
0,3.70,-19.00
0,4.64,-23.16
0,5.69,-26.53
0,6.66,-29.26
0,7.45,-30.96
0,7.97,-32.10
0,8.23,-32.81
